category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Мототовары,Чехлы на сиденья для мототехники,36.5,45.0,3.0,40.0,35.5,36.5
Все для садоводства,Фигурки и вывески садовые,39.5,45.0,3.0,38.0,37.0,39.5
Спортивная одежда,Веложилеты,44.5,45.0,3.0,43.0,38.5,44.5
Спортивные аксессуары,Чехлы для кия,39.5,45.0,3.0,39.0,34.5,39.5
Товары для малышей,Наколенники детские,36.5,45.0,3.0,40.0,35.5,36.5
Красота,Маски альгинатные,42.5,45.0,3.0,44.0,39.5,42.5
Спортивный товар,Ролики переключателя,37.5,45.0,3.0,41.0,36.5,37.5
Товары для курения,Ершики для кальянов,38.5,45.0,3.0,35.0,30.5,38.5
Отделочные материалы,Аэрозоли строительные,38.5,45.0,3.0,42.0,37.5,38.5
Красота,Гели для моделирования ногтей,42.5,45.0,3.0,46.0,41.5,42.5
Детское питание,Детское питание,4.5,4.5,3.0,38.0,33.5,4.5
Спортивный товар,Лыжи горные,37.5,45.0,3.0,37.0,32.5,37.5
Продукты,Пасты фруктовые,4.5,4.5,3.0,35.0,30.5,4.5
Рукоделие,Подшивы,39.5,45.0,3.0,39.0,34.5,39.5
Продукты,Хачапури,4.5,4.5,3.0,26.0,21.5,4.5
Аксессуары для электроники,Запчасти для утюгов,35.5,35.0,3.0,39.0,34.5,35.5
Здоровье,Товары бытового назначения,42.5,45.0,3.0,37.0,32.5,42.5
Красота,Сыворотки,42.5,45.0,3.0,46.0,41.5,42.5
Канцелярские товары,Альбомы для творчества,39.5,45.0,3.0,28.0,23.5,39.5
Посуда и инвентарь,Подставки под стаканы,39.5,45.0,3.0,39.0,34.5,39.5
Хозяйственные товары,Упаковки для яиц,39.5,45.0,3.0,42.0,37.5,39.5
Ручной инструмент и оснастка,Захват для железобетонных колец,41.5,45.0,3.0,44.5,36.0,41.5
Отделочные материалы,Морилки,38.5,45.0,3.0,41.0,36.5,38.5
Рукоделие,Акриловая смола для творчества,39.5,45.0,3.0,43.0,38.5,39.5
Мебель на заказ,Гарнитуры кухонные,36.5,45.0,3.0,32.0,27.5,36.5
Хозяйственные товары,Щетки кухонные,39.5,45.0,3.0,33.0,28.5,39.5
Хозяйственные товары,Шапочки для душа,39.5,45.0,3.0,38.0,33.5,39.5
Здоровье,Пакеты гигиенические,42.5,45.0,3.0,45.0,40.5,42.5
Спортивные аксессуары,Кембрики рыболовные,39.5,45.0,3.0,30.0,25.5,39.5
Продукты,Напитки молочные,4.5,4.5,3.0,35.0,26.5,4.5
Автозапчасти,Шкворни поворотного кулака,36.5,45.0,3.0,36.0,31.5,36.5
Канцелярские товары,Копировальная бумага,39.5,45.0,3.0,28.0,23.5,39.5
Игрушки,Качели детские,38.5,45.0,3.0,42.0,37.5,38.5
Товары для животных,Свистки для дрессировки,31.5,35.0,3.0,31.0,26.5,31.5
Ручной инструмент и оснастка,Держатели для пайки,41.5,45.0,3.0,42.0,37.5,41.5
Отделочные материалы,Ламинат,38.5,45.0,3.0,37.0,32.5,38.5
Алкогольная продукция,Ром,4.5,4.5,3.0,4.5,4.5,4.5
Все для садоводства,Пленки и сетки для пруда,39.5,45.0,3.0,36.5,35.5,39.5
Ноутбуки и компьютеры,Жесткие диски,31.5,35.0,3.0,35.0,30.5,31.5
Периферия и аксессуары,Графические планшеты,34.5,35.0,3.0,38.0,33.5,34.5
Техника для красоты и здоровья,Аппараты для маникюра и педикюра,35.5,35.0,3.0,33.0,28.5,35.5
Красота,Скотч для наращивания волос,42.5,45.0,3.0,42.0,37.5,42.5
Готовая еда,Готовые салаты,4.5,4.5,3.0,25.0,21.5,4.5
Продукты,Плов,4.5,4.5,3.0,35.0,26.5,4.5
Автозапчасти,Подушки безопасности,36.5,45.0,3.0,40.0,35.5,36.5
Ручной инструмент и оснастка,Напильники и надфили,41.5,45.0,3.0,41.0,36.5,41.5
Хозяйственные товары,Ручки для пакетов,39.5,45.0,3.0,38.0,33.5,39.5
Товары для курения,Диффузоры для кальяна,38.5,45.0,3.0,33.0,28.5,38.5
Спортивный товар,Подседельные штыри,37.5,45.0,3.0,41.0,36.5,37.5
Продукты,Лепешки,4.5,4.5,3.0,31.0,30.5,4.5
Автозапчасти,Указатели автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Посуда и инвентарь,Салфетницы,39.5,45.0,3.0,43.0,38.5,39.5
Спецодежда и СИЗы,Ленты сигнальные,38.5,45.0,3.0,38.0,33.5,38.5
Телевизоры и аудиотехника,Саундбары,39.5,45.0,3.0,35.0,30.5,39.5
Отделочные материалы,Лаки строительные,38.5,45.0,3.0,42.0,37.5,38.5
Бытовая техника,Лампы для светополимеризации,35.5,35.0,3.0,39.0,34.5,35.5
Отделочные материалы,Краски специальные,38.5,45.0,3.0,38.0,33.5,38.5
Хозяйственные товары,Подставки для утюгов,39.5,45.0,3.0,39.0,34.5,39.5
Одежда,Юбки,44.5,45.0,3.0,48.0,43.5,44.5
Садовая техника,Триммеры садовые,29.5,35.0,3.0,33.0,28.5,29.5
Автозапчасти,Стойки стабилизатора,36.5,45.0,3.0,40.0,35.5,36.5
Строительные материалы,Столбы для ограждений,38.5,45.0,3.0,42.0,37.5,38.5
Электрика,Индуктивные компоненты,38.5,45.0,3.0,35.0,30.5,38.5
Хозяйственные товары,Подсветки для унитаза,39.5,45.0,3.0,39.0,34.5,39.5
Товары для животных,Аптечки ветеринарные,31.5,35.0,3.0,35.0,30.5,31.5
Товары для малышей,Наборы для кормления,36.5,45.0,3.0,36.0,31.5,36.5
Детское питание,Супы детские,4.5,4.5,3.0,34.0,29.5,4.5
Красота,Аксессуары для клея,42.5,45.0,3.0,41.0,36.5,42.5
Крупная бытовая техника,Крупная бытовая техника,29.5,35.0,3.0,29.5,28.5,29.5
Спортивные аксессуары,Сумки для мотоциклов,39.5,45.0,3.0,41.0,36.5,39.5
Алкогольная продукция,Саке,4.5,4.5,3.0,4.5,4.5,4.5
Красота,BB-кремы,42.5,45.0,3.0,45.0,40.5,42.5
Фото и Видеотехника,Столы для предметной съемки,38.5,45.0,3.0,42.0,37.5,38.5
Здоровье,Коврики массажные,42.5,45.0,3.0,41.0,36.5,42.5
Ручной инструмент и оснастка,Инструмент для вязки арматуры,41.5,45.0,3.0,45.0,40.5,41.5
Автозапчасти,Центральные консоли,36.5,45.0,3.0,36.0,31.5,36.5
Товары для малышей,Защита для купания малыша,36.5,45.0,3.0,33.0,28.5,36.5
Аксессуары для электроники,Чехлы флип-кейс для телефонов,44.5,45.0,3.0,43.0,38.5,44.5
Товары для животных,Поводки,31.5,35.0,3.0,35.0,30.5,31.5
Товары для малышей,Товары для малышей,36.5,45.0,3.0,40.0,35.5,36.5
Хранение вещей,Крючки для сумок,36.5,45.0,3.0,35.0,30.5,36.5
Игрушки,Автотреки,38.5,45.0,3.0,36.0,31.5,38.5
Ручной инструмент и оснастка,Кисти малярные,41.5,45.0,3.0,36.0,31.5,41.5
Продукты,Сода пищевая,4.5,4.5,3.0,35.0,30.5,4.5
Мототовары,Фильтры гидравлические,36.5,45.0,3.0,40.0,35.5,36.5
Товары для отдыха и кемпинга,Жидкости для биотуалетов,38.5,45.0,3.0,38.0,33.5,38.5
Для праздника,Подставки для елок,42.5,45.0,3.0,42.0,37.5,42.5
Текстиль для дома,Постельное белье,39.5,45.0,3.0,43.0,38.5,39.5
Климатическая техника,Очистители воздуха,35.5,35.0,3.0,33.0,28.5,35.5
Автоаксессуары и дополнительное оборудование,Пылесосы автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Спецодежда и СИЗы,Щитки защитные лицевые,38.5,45.0,3.0,41.0,36.5,38.5
Продукты,Сухпайки,4.5,4.5,3.0,35.0,30.5,4.5
Фото и Видеотехника,Контроллеры видеосигнала,38.5,45.0,3.0,31.0,26.5,38.5
Товары для животных,Выставочные палатки для животных,31.5,35.0,3.0,35.0,30.5,31.5
Товары для взрослых,Фаллопротезы,39.5,45.0,3.0,41.0,36.5,39.5
Спортивные аксессуары,Термобаки,39.5,45.0,3.0,39.0,34.5,39.5
Фото и Видеотехника,Аккумуляторы для камер,38.5,45.0,3.0,36.0,31.5,38.5
Спортивный товар,Колодки для ободных тормозов,37.5,45.0,3.0,37.0,32.5,37.5
Товары для малышей,Пеленки крестильные,36.5,45.0,3.0,36.0,31.5,36.5
Строительные материалы,Полосы металлические,38.5,45.0,3.0,32.0,27.5,38.5
Мебель офисная и торговое оборудование,Столы письменные,36.5,45.0,3.0,30.0,25.5,36.5
Хранение вещей,Крючки настенные,36.5,45.0,3.0,35.0,30.5,36.5
Красота,Осветлители для волос,42.5,45.0,3.0,45.0,40.5,42.5
Продукты,Пасты кунжутные,4.5,4.5,3.0,35.0,30.5,4.5
Товары для отдыха и кемпинга,Шапки для бани,38.5,45.0,3.0,35.0,30.5,38.5
Одежда для малышей,Спальные мешки для малышей,44.5,45.0,3.0,44.0,39.5,44.5
Посуда и инвентарь,Трафареты для тортов,39.5,45.0,3.0,36.0,31.5,39.5
Продукты,Пасты ягодные,4.5,4.5,3.0,35.0,30.5,4.5
Спортивный товар,Раколовки,37.5,45.0,3.0,31.0,26.5,37.5
Бытовая химия,Восстановители кожи,39.5,45.0,3.0,43.0,38.5,39.5
Товары для малышей,Детские насадки на палец,36.5,45.0,3.0,36.0,31.5,36.5
Автоаксессуары и дополнительное оборудование,Тестеры давления масла,36.5,45.0,3.0,40.0,35.5,36.5
Автоаксессуары и дополнительное оборудование,Подогреватели дизельного топлива,36.5,45.0,3.0,36.0,31.5,36.5
Автозапчасти,Предохранители автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Канцелярские товары,Альбомы для коллекционирования,39.5,45.0,3.0,39.0,34.5,39.5
Товары для животных,Суспензии для животных,31.5,35.0,3.0,31.0,26.5,31.5
Автозапчасти,Блоки розжига ксенона,36.5,45.0,3.0,40.0,35.5,36.5
Техника для красоты и здоровья,Электробигуди,35.5,35.0,3.0,33.0,28.5,35.5
Текстиль для дома,Кольца для салфеток,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Подставки для гольфа,37.5,45.0,3.0,37.0,32.5,37.5
Товары для животных,Стол для груминга,31.5,35.0,3.0,31.0,26.5,31.5
Аксессуары для электроники,Фиксаторы райзера,42.5,45.0,3.0,35.0,30.5,42.5
Электроинструмент и оборудование,Дрели,41.5,45.0,3.0,42.0,37.5,41.5
Товары для малышей,Ложки для прикорма,36.5,45.0,3.0,36.0,31.5,36.5
Товары для животных,Травяные смеси для кошек,31.5,35.0,3.0,20.0,15.5,31.5
Спортивный товар,Захваты рыболовные,37.5,45.0,3.0,37.0,32.5,37.5
Ручной инструмент и оснастка,Щупы измерительные,41.5,45.0,3.0,45.0,40.5,41.5
Садовая техника,Аксессуары для заправки и замены масла,38.5,45.0,3.0,35.0,30.5,38.5
Товары для малышей,Столы пеленальные,36.5,45.0,3.0,40.0,35.5,36.5
Автохимия и автокосметика,Очистители системы охлаждения,36.5,45.0,3.0,36.0,31.5,36.5
Книжная продукция и диски,Плакаты,39.5,45.0,3.0,43.0,38.5,39.5
Декор интерьера,Аромалампы,39.5,45.0,3.0,43.0,38.5,39.5
Красота,Держатели зубной нити,42.5,45.0,3.0,46.0,41.5,42.5
Фото и Видеотехника,Декодеры видеосигнала,38.5,45.0,3.0,42.0,31.5,38.5
Товары для взрослых,Свечи БДСМ,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Колодки тормозные,37.5,45.0,3.0,37.0,32.5,37.5
Товары для малышей,Одеяла для малышей,36.5,45.0,3.0,36.0,31.5,36.5
Игрушки,Воздушные змеи,38.5,45.0,3.0,42.0,37.5,38.5
Спортивный товар,Комборучки велосипедные,37.5,45.0,3.0,41.0,36.5,37.5
Сетевое оборудование,Mesh системы,34.5,35.0,3.0,38.0,33.5,34.5
Автозапчасти,Опоры двигателя,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Подъемники передвижные,42.5,45.0,3.0,38.0,33.5,42.5
Сантехника,Клапаны обратные,37.5,45.0,3.0,41.0,36.5,37.5
Аксессуары для электроники,Аксессуары для обогревателей,35.5,35.0,3.0,33.0,28.5,35.5
Автоаксессуары и дополнительное оборудование,Ключи свечные,36.5,45.0,3.0,36.0,31.5,36.5
Строительные материалы,Металлочерепица,38.5,45.0,3.0,23.0,18.5,38.5
Автозапчасти,Регуляторы автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Здоровье,Прочие инструменты,42.5,45.0,3.0,30.0,25.5,42.5
Товары для курения,Портсигары,38.5,45.0,3.0,41.5,37.0,38.5
Шторы и аксессуары,Фотошторы,39.5,45.0,3.0,39.0,34.5,39.5
Текстиль для дома,Подушки декоративные,39.5,45.0,3.0,43.0,38.5,39.5
Автозапчасти,Контрольные системы давления в шинах,36.5,45.0,3.0,36.0,31.5,36.5
Спортивный товар,Беговел,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Термометры электронные,35.5,45.0,3.0,39.0,34.5,35.5
Канцелярские товары,Пластилин,39.5,45.0,3.0,33.0,28.5,39.5
Техника для кухни,Рисоварки электрические,34.5,35.0,3.0,37.0,32.5,34.5
Товары для малышей,Идентификационные браслеты детские,36.5,45.0,3.0,32.0,27.5,36.5
Электрика,Приборы регистрации частичных разрядов,38.5,45.0,3.0,30.0,25.5,38.5
Алкогольная продукция,Текила,4.5,4.5,3.0,9.5,9.5,4.5
Аксессуары,Ремни для чемоданов,44.5,45.0,3.0,48.0,43.5,44.5
Смартфоны и гаджеты,Смартфоны,26.5,35.0,3.0,30.0,25.5,26.5
Автозапчасти,Клеммы для аккумуляторов,36.5,45.0,3.0,40.0,35.5,36.5
Религия и эзотерика,Руны,19.5,25.0,3.0,33.0,29.5,19.5
Отделочные материалы,Ответные планки,38.5,45.0,3.0,35.0,30.5,38.5
Садовые инструменты и полив,Колонки для воды,39.5,45.0,3.0,33.0,28.5,39.5
Спортивный товар,Пистолеты аэрозольные,37.5,45.0,3.0,36.0,31.5,37.5
Спортивные аксессуары,Смазки для оружия,39.5,45.0,3.0,39.0,34.5,39.5
Товары для животных,Средства для очистки аквариумной воды,31.5,35.0,3.0,35.0,30.5,31.5
Спортивная одежда,Футболки спортивные,44.5,45.0,3.0,48.0,43.5,44.5
Сетевое оборудование,Сетевые хранилища,34.5,35.0,3.0,38.0,33.5,34.5
Спортивные аксессуары,Браслеты для плавания,39.5,45.0,3.0,43.0,38.5,39.5
Мебель корпусная и мебель для хранения,Комоды,36.5,45.0,3.0,31.0,26.5,36.5
Автозапчасти,Ремкомплекты автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Посуда и инвентарь,Подложки для десертов,39.5,45.0,3.0,43.0,38.5,39.5
Автозапчасти,Рули автомобильные,36.5,45.0,3.0,37.0,32.5,36.5
Здоровье,Абсорбент углекислого газа,42.5,45.0,3.0,41.0,36.5,42.5
Садовые инструменты и полив,Лейки садовые,39.5,45.0,3.0,33.0,28.5,39.5
Одежда для малышей,Свитеры для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Для праздника,Для праздника,42.5,45.0,3.0,46.0,41.5,42.5
Канцелярские товары,Наборы для каллиграфии,39.5,45.0,3.0,43.0,38.5,39.5
Детское питание,Печенье детское,4.5,4.5,3.0,33.0,28.5,4.5
Товары для животных,Бальзамы для животных,31.5,35.0,3.0,35.0,30.5,31.5
Автозапчасти,Комплектующие для автомобильных рам,36.5,45.0,3.0,40.0,35.5,36.5
Автозапчасти,Системы подвески кабины,36.5,45.0,3.0,40.0,35.5,36.5
Аксессуары для электроники,Микроскопы,42.5,45.0,3.0,37.0,32.5,42.5
Спортивный товар,Рогатки рыболовные,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Пояса спасательные,37.5,45.0,3.0,41.0,36.5,37.5
Спортивный товар,Моторы для лодок,37.5,45.0,3.0,38.0,33.5,37.5
Товары для животных,Пояса для животных,31.5,35.0,3.0,31.0,26.5,31.5
Спортивная одежда,Рашгарды,44.5,45.0,3.0,48.0,43.5,44.5
Спортивный товар,Спортивные крепежи для телефонов,37.5,45.0,3.0,41.0,36.5,37.5
Профессиональные музыкальные инструменты,Микшеры,38.5,45.0,3.0,42.0,37.5,38.5
Спортивный товар,Рубашки велосипедные,37.5,45.0,3.0,37.0,32.5,37.5
Здоровье,Напальчники одноразовые,42.5,45.0,3.0,46.0,41.5,42.5
Автозапчасти,Контрольные блоки свечей накаливания,36.5,45.0,3.0,35.0,30.5,36.5
Строительные материалы,Болты,38.5,45.0,3.0,42.0,37.5,38.5
Здоровье,Негатоскопы,35.5,45.0,3.0,35.0,34.5,35.5
Спортивный товар,Колобашки для плавания,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Ультразвуковые мойки для медицинских инструментов,42.5,45.0,3.0,39.0,34.5,42.5
Хозяйственные товары,Пылевыбивалки,39.5,45.0,3.0,36.0,31.5,39.5
Посуда и инвентарь,Наборы для чайного гриба,39.5,45.0,3.0,42.0,37.5,39.5
Фото и Видеотехника,Диски для записи,38.5,45.0,3.0,32.0,27.5,38.5
Электрика,Реле времени,42.5,45.0,3.0,38.0,33.5,42.5
Мебель офисная и торговое оборудование,Перегородки офисные,36.5,45.0,3.0,31.0,26.5,36.5
Бытовая химия,Средства для мытья посуды,39.5,45.0,3.0,38.0,33.5,39.5
Умный дом и безопасность,Камеры видеонаблюдения,34.5,35.0,3.0,38.0,33.5,34.5
Техника для красоты и здоровья,Стерилизаторы зубных щеток,35.5,35.0,3.0,33.0,28.5,35.5
Аксессуары для электроники,Чехлы-кармашки для телефонов,44.5,45.0,3.0,37.0,32.5,44.5
Одежда для малышей,Пинетки,44.5,45.0,3.0,48.0,43.5,44.5
Красота,Румяна,42.5,45.0,3.0,46.0,41.5,42.5
Товары для животных,Сухое молоко для животных,31.5,35.0,3.0,35.0,30.5,31.5
Продукты,Нут,4.5,4.5,3.0,30.0,25.5,4.5
Отделочные материалы,Балки декоративные,38.5,45.0,3.0,34.0,29.5,38.5
Сантехника,Инсталляции для унитаза,37.5,45.0,3.0,41.0,36.5,37.5
Мебель садовая,Кресла плетеные,36.5,45.0,3.0,31.0,26.5,36.5
Автохимия и автокосметика,Присадки автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Рукоделие,Кожа для рукоделия,39.5,45.0,3.0,43.0,38.5,39.5
Религия и эзотерика,Доски иконные,19.5,25.0,3.0,28.0,24.5,19.5
Мебель офисная и торговое оборудование,Подставки под системные блоки,36.5,45.0,3.0,40.0,35.5,36.5
Продукты,Хлопья ячменные,4.5,4.5,3.0,28.0,23.5,4.5
Здоровье,Тренажеры для сенсорной интеграции,42.5,45.0,3.0,46.0,41.5,42.5
Шины и диски,Камеры для шин мотоциклов,36.5,45.0,3.0,32.5,31.5,36.5
Автозапчасти,Датчики автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Автозапчасти,Шейки оси автомобильные,36.5,45.0,3.0,40.0,35.5,36.5
Шторы и аксессуары,Тюль,39.5,45.0,3.0,43.0,38.5,39.5
Спортивные аксессуары,Шапки спортивные,39.5,45.0,3.0,41.0,36.5,39.5
Спортивный товар,Самостраховки,37.5,45.0,3.0,36.5,32.0,37.5
Бытовая техника,Утюги,35.5,35.0,3.0,38.0,33.5,35.5
Рукоделие,Лезвия для раскройных ножей,39.5,45.0,3.0,43.0,38.5,39.5
Умный дом и безопасность,Системы видеонаблюдения,34.5,35.0,3.0,38.0,33.5,34.5
Канцелярские товары,Пломбы,39.5,45.0,3.0,43.0,38.5,39.5
Товары для животных,Мочесборники для животных,31.5,35.0,3.0,35.0,30.5,31.5
Спортивный товар,Колеса для йоги,37.5,45.0,3.0,37.0,32.5,37.5
Канцелярские товары,Файлы-вкладыши,39.5,45.0,3.0,29.0,24.5,39.5
Красота,Помазки для бритья,42.5,45.0,3.0,46.0,41.5,42.5
Сетевое оборудование,Усилители Wi-Fi сигнала,34.5,35.0,3.0,32.0,27.5,34.5
Ноутбуки и компьютеры,Компьютеры,29.5,35.0,3.0,33.0,28.5,29.5
Автозапчасти,Валы карданные,36.5,45.0,3.0,40.0,35.5,36.5
Белье,Чулки,44.5,45.0,3.0,48.0,43.5,44.5
Красота,Парфюмерные наборы,42.5,45.0,3.0,46.0,41.5,42.5
Телевизоры и аудиотехника,Диктофоны,39.5,45.0,3.0,42.0,37.5,39.5
Мебель офисная и торговое оборудование,Ручки мебельные,36.5,45.0,3.0,36.0,31.5,36.5
Для праздника,Краски фестивальные,42.5,45.0,3.0,39.0,34.5,42.5
Автоаксессуары и дополнительное оборудование,Стетоскопы механические,36.5,45.0,3.0,36.0,31.5,36.5
Мототовары,Рычаги для мототехники,36.5,45.0,3.0,40.0,35.5,36.5
Автоаксессуары и дополнительное оборудование,Автомобильные аптечки,36.5,45.0,3.0,40.0,35.5,36.5
Красота,Лед косметический,42.5,45.0,3.0,42.0,37.5,42.5
Спортивный товар,Тренажеры эллиптические,37.5,45.0,3.0,41.0,36.5,37.5
Товары для животных,Спасательные жилеты для животных,31.5,35.0,3.0,25.0,20.5,31.5
Аксессуары для электроники,Крепления для смартфона на штатив,44.5,45.0,3.0,41.0,36.5,44.5
Шины и диски,Шины автомобильные,29.5,35.0,3.0,18.0,17.0,29.5
Спортивный товар,Грелки туристические,37.5,45.0,3.0,37.0,32.5,37.5
Аксессуары для электроники,Присоски для снятия дисплея,44.5,45.0,3.0,37.0,32.5,44.5
Спортивный товар,Оси для щеток,37.5,45.0,3.0,32.0,27.5,37.5
Здоровье,Повязки послеоперационные,42.5,45.0,3.0,39.0,34.5,42.5
Одежда для малышей,Одежда для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Продукты,Батончики шоколадные,4.5,4.5,3.0,35.0,30.5,4.5
Ручной инструмент и оснастка,Хоппер-ковши,41.5,45.0,3.0,41.0,36.5,41.5
Продукты,Пасты томатные,4.5,4.5,3.0,30.0,25.5,4.5
Электрика,Запчасти для электрических щитков,38.5,45.0,3.0,35.0,30.5,38.5
Сантехника,Вентиляторы для систем вентиляции,37.5,45.0,3.0,39.0,34.5,37.5
Автохимия и автокосметика,Антискотч,36.5,45.0,3.0,36.0,31.5,36.5
Продукты,Варенье,4.5,4.5,3.0,35.0,30.5,4.5
Продукты,Сорбет,4.5,4.5,3.0,26.0,21.5,4.5
Товары для отдыха и кемпинга,Аксессуары для биотуалетов,38.5,45.0,3.0,34.0,29.5,38.5
Автозапчасти,Ролики автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Одеколон,42.5,45.0,3.0,45.0,40.5,42.5
Одежда,Фартуки детские,44.5,45.0,3.0,48.0,43.5,44.5
Хранение вещей,Насосы для вакуумных пакетов,36.5,45.0,3.0,36.0,31.5,36.5
Восстановленные,Восстановленные,16.5,25.0,3.0,21.5,21.5,16.5
Автоаксессуары и дополнительное оборудование,Тестеры тормозной жидкости,36.5,45.0,3.0,40.0,35.5,36.5
Ручной инструмент и оснастка,Смазки для электроинструмента,41.5,45.0,3.0,41.0,36.5,41.5
Ручной инструмент и оснастка,Масла компрессорные,41.5,45.0,3.0,41.0,36.5,41.5
Канцелярские товары,Доски для лепки,39.5,45.0,3.0,28.0,23.5,39.5
Товары для малышей,Соски,36.5,45.0,3.0,40.0,35.5,36.5
Аксессуары для электроники,Аккумуляторы для квадрокоптеров,42.5,45.0,3.0,35.0,30.5,42.5
Спортивный товар,Киевницы,37.5,45.0,3.0,32.0,27.5,37.5
Продукты,Зельц,4.5,4.5,3.0,25.0,20.5,4.5
Отделочные материалы,Отбеливатели древесины,38.5,45.0,3.0,35.0,30.5,38.5
Автозапчасти,Автомобильные уплотнительные кольца,36.5,45.0,3.0,36.0,31.5,36.5
Для праздника,Аксессуары для гирлянд,42.5,45.0,3.0,46.0,41.5,42.5
Белье,Нижние юбки,44.5,45.0,3.0,48.0,43.5,44.5
Красота,Маски тканевые косметические,42.5,45.0,3.0,43.0,38.5,42.5
Готовая еда,Закуски,4.5,4.5,3.0,25.0,21.5,4.5
Ручной инструмент и оснастка,Стеклорезы,41.5,45.0,3.0,44.0,39.5,41.5
Бытовая химия,Крахмал для белья,39.5,45.0,3.0,43.0,38.5,39.5
Автозапчасти,Вкладыши нижней головки шатуна,36.5,45.0,3.0,36.0,31.5,36.5
Здоровье,Пластыри,42.5,45.0,3.0,43.5,39.0,42.5
Игрушки,Детские компьютеры,38.5,45.0,3.0,42.0,37.5,38.5
Посуда и инвентарь,Кремеры,39.5,45.0,3.0,43.0,38.5,39.5
Электроинструмент и оборудование,Пневматические зачистные машины,41.5,45.0,3.0,39.0,34.5,41.5
Садовые инструменты и полив,Секаторы,39.5,45.0,3.0,43.0,38.5,39.5
Здоровье,Прокладки урологические,42.5,45.0,3.0,39.0,34.5,42.5
Автоаксессуары и дополнительное оборудование,Пуско-зарядные устройства,36.5,45.0,3.0,40.0,35.5,36.5
Все для садоводства,Картофель семенной,39.5,45.0,3.0,34.5,33.5,39.5
Посуда и инвентарь,Подставки для казана,39.5,45.0,3.0,41.0,36.5,39.5
Аксессуары,Галстуки,44.5,45.0,3.0,48.0,43.5,44.5
Спортивный товар,Коньки,37.5,45.0,3.0,37.0,32.5,37.5
Ручной инструмент и оснастка,Газоанализаторы,41.5,45.0,3.0,45.0,40.5,41.5
Автоаксессуары и дополнительное оборудование,Губки для автомобиля,36.5,45.0,3.0,34.0,29.5,36.5
Спортивный товар,Накатки для лыж,37.5,45.0,3.0,32.0,27.5,37.5
Товары для малышей,Комплекты в коляску,36.5,45.0,3.0,40.0,35.5,36.5
Автозапчасти,Насадки автомобильные,36.5,45.0,3.0,39.0,34.5,36.5
Строительные материалы,Формы для бетона,38.5,45.0,3.0,34.0,29.5,38.5
Канцелярские товары,Картон,39.5,45.0,3.0,28.0,23.5,39.5
Спортивный товар,Беговые дорожки,37.5,45.0,3.0,41.0,36.5,37.5
Спортивная одежда,Комбинезоны спортивные,44.5,45.0,3.0,48.0,43.5,44.5
Спортивный товар,Аксессуары для тренажеров,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Анализаторы медицинские,42.5,45.0,3.0,41.0,36.5,42.5
Книжная продукция и диски,Карты Таро,39.5,45.0,3.0,43.0,38.5,39.5
Товары для животных,Чехлы для клеток,31.5,35.0,3.0,26.0,21.5,31.5
Сантехника,Лейки для душа,37.5,45.0,3.0,41.0,36.5,37.5
Автоаксессуары и дополнительное оборудование,Подлокотники,36.5,45.0,3.0,36.0,31.5,36.5
Мебель малых форм,Столики винные,36.5,45.0,3.0,36.0,31.5,36.5
Спортивный товар,Брызговики для лыжероллеров,37.5,45.0,3.0,37.0,32.5,37.5
Спортивный товар,Наборы для гольфа,37.5,45.0,3.0,41.0,36.5,37.5
Аксессуары для волос,Диадемы,44.5,45.0,3.0,48.0,43.5,44.5
Аксессуары для волос,Заколки-бананы,44.5,45.0,3.0,38.0,33.5,44.5
Товары для животных,Ухватки для собак,31.5,35.0,3.0,35.0,30.5,31.5
Спортивный товар,Скамьи спортивные,37.5,45.0,3.0,35.0,30.5,37.5
Спортивный товар,Подшлемники спортивные,37.5,45.0,3.0,41.0,36.5,37.5
Спортивная одежда,Защита паха,44.5,45.0,3.0,44.0,39.5,44.5
Спортивный товар,Вилки ригидные,37.5,45.0,3.0,41.0,36.5,37.5
Спортивная обувь,Стрипы,44.5,45.0,3.0,43.0,38.5,44.5
Текстиль для дома,Фартуки кухонные,39.5,45.0,3.0,43.0,38.5,39.5
Спортивный товар,Болты для самокатов,37.5,45.0,3.0,37.0,32.5,37.5
Спортивные аксессуары,Пружины для шейкера,39.5,45.0,3.0,28.0,23.5,39.5
Рукоделие,Люминофор для творчества,39.5,45.0,3.0,39.0,34.5,39.5
