category,subject,commission_cc_pct,commission_dbs_pct,commission_edbs_pct,commission_fbs_pct,commission_fbw_pct,commission_booking_pct
Спортивный товар,Веревки альпинистские,37.5,45.0,3.0,41.0,36.5,37.5
Одежда для малышей,Крестильные платья для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Масла и технические жидкости,Масла гидравлические,36.5,45.0,3.0,36.0,31.5,36.5
Все для садоводства,Таблетки для рассады,39.5,45.0,3.0,35.5,34.5,39.5
Аксессуары для электроники,Ванны ультразвуковые,42.5,45.0,3.0,41.0,36.5,42.5
Аксессуары для обуви,Пяткоудерживатели,44.5,45.0,3.0,39.0,34.5,44.5
Готовая еда,Баурсак,4.5,4.5,3.0,35.0,26.5,4.5
Алкогольная продукция,Шнапс,4.5,4.5,3.0,4.5,4.5,4.5
Игровые консоли и игры,Диски с играми,34.5,35.0,3.0,38.0,33.5,34.5
Игрушки,Наборы музыкальных инструментов,38.5,45.0,3.0,42.0,37.5,38.5
Ручной инструмент и оснастка,Кернеры,41.5,45.0,3.0,34.0,29.5,41.5
Посуда и инвентарь,Маркеры для бокалов,39.5,45.0,3.0,39.0,34.5,39.5
Мебель офисная и торговое оборудование,Автоматы торговые механические,36.5,45.0,3.0,40.0,35.5,36.5
Автозапчасти,Петли и ограничители автомобильные,36.5,45.0,3.0,36.0,31.5,36.5
Товары для взрослых,Вибропули,39.5,45.0,3.0,43.0,38.5,39.5
Ручной инструмент и оснастка,Емкости строительные,41.5,45.0,3.0,35.0,30.5,41.5
Техника для кухни,Фильтры для фритюрниц,34.5,35.0,3.0,28.0,23.5,34.5
Красота,Растворы солевые,42.5,45.0,3.0,41.0,36.5,42.5
Автоаксессуары и дополнительное оборудование,Опорные стойки для прицепов,36.5,45.0,3.0,36.0,31.5,36.5
Посуда и инвентарь,Крюки для мяса,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары для электроники,Наушники проводные,31.5,35.0,3.0,35.0,30.5,31.5
Ручной инструмент и оснастка,Сумки строительные,41.5,45.0,3.0,41.0,36.5,41.5
Ручной инструмент и оснастка,Гладилки штукатурные,41.5,45.0,3.0,42.0,37.5,41.5
Спортивная одежда,Термомайки спортивные,44.5,45.0,3.0,38.0,33.5,44.5
Спортивный товар,Гири,37.5,45.0,3.0,41.0,36.5,37.5
Товары для отдыха и кемпинга,Тапочки для бани,38.5,45.0,3.0,34.0,29.5,38.5
Спортивный товар,Велокресла,37.5,45.0,3.0,38.0,33.5,37.5
Техника для кухни,Аксессуары для мультиварок,34.5,35.0,3.0,32.0,27.5,34.5
Автозапчасти,Системы очистки отработавших газов,36.5,45.0,3.0,40.0,35.5,36.5
Головные уборы,Наушники утепленные,44.5,45.0,3.0,48.0,43.5,44.5
Спортивные аксессуары,Сидушки туристические,39.5,45.0,3.0,38.0,33.5,39.5
Декор интерьера,Таблички кулинарные,39.5,45.0,3.0,34.0,29.5,39.5
Продукты,Мацони,4.5,4.5,3.0,26.0,21.5,4.5
Аксессуары для электроники,Охладители для бокалов,42.5,45.0,3.0,35.0,30.5,42.5
Канцелярские товары,Доски для записей,39.5,45.0,3.0,32.0,27.5,39.5
Продукты,Маш,4.5,4.5,3.0,30.0,25.5,4.5
Умный дом и безопасность,Аудиодомофоны,34.5,35.0,3.0,38.0,33.5,34.5
Сантехника,Насосы циркуляционные,37.5,45.0,3.0,41.0,36.5,37.5
Здоровье,Аппараты для физиотерапии,35.5,45.0,3.0,39.0,34.5,35.5
Продукты,Муссы молочные,4.5,4.5,3.0,25.0,20.5,4.5
Красота,Менструальные чаши,42.5,45.0,3.0,45.0,40.5,42.5
Красота,Уход за парикмахерскими инструментами,42.5,45.0,3.0,42.0,37.5,42.5
Красота,Органайзеры для косметических инструментов,42.5,45.0,3.0,41.0,36.5,42.5
Товары для малышей,Трубочки для бутылочек,36.5,45.0,3.0,30.0,25.5,36.5
Продукты,Семена пищевые,4.5,4.5,3.0,35.0,30.5,4.5
Техника для красоты и здоровья,Фрезы для маникюра и педикюра,35.5,35.0,3.0,33.0,28.5,35.5
Товары для курения,Угли для кальянов,38.5,45.0,3.0,42.0,37.5,38.5
Хозяйственные товары,Ролики для одежды,39.5,45.0,3.0,43.0,38.5,39.5
Аксессуары для малышей,Варежки для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Спортивный товар,Спусковые устройства,37.5,45.0,3.0,37.0,32.5,37.5
Спортивный товар,Основания для ракеток настольного тенниса,37.5,45.0,3.0,41.0,36.5,37.5
Шторы и аксессуары,Римские шторы,39.5,45.0,3.0,43.0,38.5,39.5
Продукты,Хлопья гречневые,4.5,4.5,3.0,23.0,18.5,4.5
Автоаксессуары и дополнительное оборудование,Искусственные дорожные неровности,36.5,45.0,3.0,38.0,33.5,36.5
Аксессуары для электроники,Аксессуары для котлов отопления,35.5,35.0,3.0,39.0,34.5,35.5
Автозапчасти,Прокладки выпускного коллектора,36.5,45.0,3.0,40.0,35.5,36.5
Товары для взрослых,Кляпы эротик,39.5,45.0,3.0,43.0,38.5,39.5
Спортивная одежда,Худи спортивные,44.5,45.0,3.0,48.0,43.5,44.5
Мебель офисная и торговое оборудование,Онлайн-кассы,36.5,45.0,3.0,40.0,35.5,36.5
Спортивный товар,Линейки для прыжков в длину,37.5,45.0,3.0,32.0,27.5,37.5
Мототовары,Фары для мототехники,36.5,45.0,3.0,40.0,35.5,36.5
Спортивный товар,Обмотки для обруча,37.5,45.0,3.0,41.0,36.5,37.5
Мебель офисная и торговое оборудование,Тумбы офисные,36.5,45.0,3.0,36.0,31.5,36.5
Красота,Инструменты для бровей,42.5,45.0,3.0,36.0,31.5,42.5
Красота,Палочки для наращивания ресниц,42.5,45.0,3.0,44.0,39.5,42.5
Здоровье,Аптечки для хранения лекарств,42.5,45.0,3.0,37.0,32.5,42.5
Красота,Краски для тату,42.5,45.0,3.0,45.0,40.5,42.5
Садовые инструменты и полив,Плуги,39.5,45.0,3.0,36.0,31.5,39.5
Игровые консоли и игры,Подписки игровых сервисов,31.5,35.0,3.0,35.0,30.5,31.5
Аксессуары для волос,Повязки для волос,44.5,45.0,3.0,48.0,43.5,44.5
Спецодежда и СИЗы,Наушники противошумные,38.5,45.0,3.0,42.0,37.5,38.5
Спортивные аксессуары,Нахвостники для лошадей,39.5,45.0,3.0,42.5,38.0,39.5
Автохимия и автокосметика,Полироли для салона,36.5,45.0,3.0,40.0,35.5,36.5
Спортивный товар,Плоскогубцы рыболовные,37.5,45.0,3.0,37.0,32.5,37.5
Спортивный товар,Велотренажеры,37.5,45.0,3.0,37.0,32.5,37.5
Автозапчасти,Прокладки головок цилиндра,36.5,45.0,3.0,40.0,35.5,36.5
Товары для животных,Коврики под миску,31.5,35.0,3.0,35.0,30.5,31.5
Спортивный товар,Подвески для скейтбордов,37.5,45.0,3.0,37.0,32.5,37.5
Продукты,Масло топленое,4.5,4.5,3.0,35.0,30.5,4.5
Фарма,Гинекологические препараты,3.0,3.0,3.0,3.0,3.0,3.0
Строительные материалы,Фиксаторы арматуры,38.5,45.0,3.0,28.0,23.5,38.5
Сантехника,Ленты и нити уплотнительные,37.5,45.0,3.0,32.0,27.5,37.5
Спортивное питание и косметика,Посттренировочные комплексы,35.5,45.0,3.0,35.0,30.5,35.5
Спортивные аксессуары,Пробки лыжные,39.5,45.0,3.0,34.0,29.5,39.5
Здоровье,Иглы акупунктурные,42.5,45.0,3.0,41.0,36.5,42.5
Спортивный товар,Спиннеры для фигурного катания,37.5,45.0,3.0,41.0,36.5,37.5
Красота,Лезвия для педикюра,42.5,45.0,3.0,41.0,36.5,42.5
Товары для взрослых,Стрэпы эротик,39.5,45.0,3.0,39.0,34.5,39.5
Автозапчасти,Датчики положения коленвала,36.5,45.0,3.0,36.0,31.5,36.5
Товары для животных,Минеральные камни для животных,31.5,35.0,3.0,21.0,16.5,31.5
Все для садоводства,Таблички и бирки для рассады,39.5,45.0,3.0,26.5,25.5,39.5
Книжная продукция и диски,Наглядные пособия,39.5,45.0,3.0,39.0,34.5,39.5
Одежда,Кардиганы,44.5,45.0,3.0,46.0,41.5,44.5
Садовая техника,Снегоуборщики,29.5,35.0,3.0,23.0,18.5,29.5
Посуда и инвентарь,Совки для продуктов,39.5,45.0,3.0,34.0,29.5,39.5
Готовая еда,Готовая еда,4.5,4.5,3.0,38.0,34.5,4.5
Белье,Накладки для ног,44.5,45.0,3.0,48.0,43.5,44.5
Садовая техника,Зернодробилки,38.5,45.0,3.0,40.0,35.5,38.5
Белье,Бюстгальтеры,44.5,45.0,3.0,48.0,43.5,44.5
Спортивные аксессуары,Защитные наборы,39.5,45.0,3.0,39.0,34.5,39.5
Сантехника,Редукторы давления,37.5,45.0,3.0,37.0,32.5,37.5
Одежда для малышей,Комбинезоны для малышей,44.5,45.0,3.0,48.0,43.5,44.5
Электроинструмент и оборудование,Гидравлическое оборудование,41.5,45.0,3.0,40.5,36.0,41.5
Ручной инструмент и оснастка,Уровни строительные,41.5,45.0,3.0,45.0,40.5,41.5
